Device: cuda
--> Splitting data using NTU X-Sub protocol...

=== Dataset Summary ===
Total folders: 10
Train files: 17732 | Val files: 8202
========================

--> No valid checkpoint found or RESUME_PATH is None. Training from scratch.
Starting training for 400 epochs...
Ep 247| LR: 3.49e-04 | Train Loss: 1.2817 | Train Acc: 88.47% | Val Acc: 85.52%
Ep 248| LR: 3.45e-04 | Train Loss: 1.2917 | Train Acc: 89.31% | Val Acc: 85.52%
Ep 249| LR: 3.42e-04 | Train Loss: 1.2683 | Train Acc: 89.17% | Val Acc: 84.36%
Ep 250| LR: 3.38e-04 | Train Loss: 1.2256 | Train Acc: 90.37% | Val Acc: 86.09%
Ep 251| LR: 3.34e-04 | Train Loss: 1.3163 | Train Acc: 88.59% | Val Acc: 86.04%
Ep 252| LR: 3.30e-04 | Train Loss: 1.2231 | Train Acc: 89.91% | Val Acc: 86.14%
Ep 253| LR: 3.26e-04 | Train Loss: 1.2099 | Train Acc: 90.87% | Val Acc: 85.37%
Ep 254| LR: 3.22e-04 | Train Loss: 1.2096 | Train Acc: 90.71% | Val Acc: 85.53%
Ep 255| LR: 3.18e-04 | Train Loss: 1.2196 | Train Acc: 91.24% | Val Acc: 85.91%
Ep 256| LR: 3.14e-04 | Train Loss: 1.2058 | Train Acc: 90.57% | Val Acc: 85.50%
Ep 257| LR: 3.11e-04 | Train Loss: 1.1999 | Train Acc: 91.34% | Val Acc: 85.42%
Ep 258| LR: 3.07e-04 | Train Loss: 1.2895 | Train Acc: 88.48% | Val Acc: 85.45%
Ep 259| LR: 3.03e-04 | Train Loss: 1.2175 | Train Acc: 90.58% | Val Acc: 86.05%
Ep 260| LR: 2.99e-04 | Train Loss: 1.2244 | Train Acc: 91.02% | Val Acc: 85.65%
Ep 261| LR: 2.95e-04 | Train Loss: 1.1945 | Train Acc: 91.69% | Val Acc: 85.65%
Ep 262| LR: 2.92e-04 | Train Loss: 1.1804 | Train Acc: 90.90% | Val Acc: 85.50%
Ep 263| LR: 2.88e-04 | Train Loss: 1.2346 | Train Acc: 90.20% | Val Acc: 86.54%
Ep 264| LR: 2.84e-04 | Train Loss: 1.1794 | Train Acc: 91.70% | Val Acc: 85.77%
Ep 265| LR: 2.80e-04 | Train Loss: 1.2963 | Train Acc: 87.74% | Val Acc: 85.75%
Ep 266| LR: 2.77e-04 | Train Loss: 1.2181 | Train Acc: 91.00% | Val Acc: 85.56%
Ep 267| LR: 2.73e-04 | Train Loss: 1.1692 | Train Acc: 92.43% | Val Acc: 85.35%
Ep 268| LR: 2.69e-04 | Train Loss: 1.1675 | Train Acc: 92.55% | Val Acc: 85.98%
Ep 269| LR: 2.66e-04 | Train Loss: 1.2229 | Train Acc: 90.72% | Val Acc: 85.91%
Ep 270| LR: 2.62e-04 | Train Loss: 1.2262 | Train Acc: 90.14% | Val Acc: 86.05%
Ep 271| LR: 2.58e-04 | Train Loss: 1.2242 | Train Acc: 89.50% | Val Acc: 85.47%
Ep 272| LR: 2.55e-04 | Train Loss: 1.2459 | Train Acc: 88.99% | Val Acc: 86.20%
Ep 273| LR: 2.51e-04 | Train Loss: 1.2121 | Train Acc: 90.85% | Val Acc: 85.77%
Ep 274| LR: 2.48e-04 | Train Loss: 1.1990 | Train Acc: 90.60% | Val Acc: 85.72%
Ep 275| LR: 2.44e-04 | Train Loss: 1.2013 | Train Acc: 91.15% | Val Acc: 86.22%
Ep 276| LR: 2.41e-04 | Train Loss: 1.1955 | Train Acc: 90.22% | Val Acc: 86.14%
Ep 277| LR: 2.37e-04 | Train Loss: 1.2447 | Train Acc: 89.60% | Val Acc: 86.21%
Ep 278| LR: 2.33e-04 | Train Loss: 1.2167 | Train Acc: 90.39% | Val Acc: 86.39%
Ep 279| LR: 2.30e-04 | Train Loss: 1.1628 | Train Acc: 91.24% | Val Acc: 85.99%
Ep 280| LR: 2.27e-04 | Train Loss: 1.1921 | Train Acc: 91.47% | Val Acc: 86.06%
Ep 281| LR: 2.23e-04 | Train Loss: 1.1710 | Train Acc: 92.10% | Val Acc: 87.15%
Ep 282| LR: 2.20e-04 | Train Loss: 1.2183 | Train Acc: 91.35% | Val Acc: 86.48%
Ep 283| LR: 2.16e-04 | Train Loss: 1.2219 | Train Acc: 90.61% | Val Acc: 86.09%
Ep 284| LR: 2.13e-04 | Train Loss: 1.1744 | Train Acc: 91.79% | Val Acc: 85.95%
Ep 285| LR: 2.09e-04 | Train Loss: 1.1867 | Train Acc: 91.97% | Val Acc: 85.92%
Ep 286| LR: 2.06e-04 | Train Loss: 1.1273 | Train Acc: 92.58% | Val Acc: 86.39%
Ep 287| LR: 2.03e-04 | Train Loss: 1.2096 | Train Acc: 90.83% | Val Acc: 86.55%
Ep 288| LR: 1.99e-04 | Train Loss: 1.2697 | Train Acc: 88.78% | Val Acc: 86.19%
Ep 289| LR: 1.96e-04 | Train Loss: 1.2131 | Train Acc: 90.75% | Val Acc: 86.39%
Ep 290| LR: 1.93e-04 | Train Loss: 1.2098 | Train Acc: 90.18% | Val Acc: 86.17%
Ep 291| LR: 1.90e-04 | Train Loss: 1.2154 | Train Acc: 90.08% | Val Acc: 86.30%
Ep 292| LR: 1.86e-04 | Train Loss: 1.1702 | Train Acc: 91.27% | Val Acc: 86.55%
Ep 293| LR: 1.83e-04 | Train Loss: 1.2721 | Train Acc: 89.00% | Val Acc: 86.30%
Ep 294| LR: 1.80e-04 | Train Loss: 1.2382 | Train Acc: 90.19% | Val Acc: 86.64%
Ep 295| LR: 1.77e-04 | Train Loss: 1.1191 | Train Acc: 93.49% | Val Acc: 86.26%
Ep 296| LR: 1.74e-04 | Train Loss: 1.1592 | Train Acc: 91.83% | Val Acc: 86.73%
Ep 297| LR: 1.71e-04 | Train Loss: 1.2063 | Train Acc: 89.67% | Val Acc: 87.15%
Ep 298| LR: 1.67e-04 | Train Loss: 1.2309 | Train Acc: 89.54% | Val Acc: 86.63%
Ep 299| LR: 1.64e-04 | Train Loss: 1.1981 | Train Acc: 90.98% | Val Acc: 86.83%
Ep 300| LR: 1.61e-04 | Train Loss: 1.2596 | Train Acc: 89.52% | Val Acc: 86.14%
Ep 301| LR: 1.58e-04 | Train Loss: 1.2194 | Train Acc: 90.54% | Val Acc: 86.39%
Ep 302| LR: 1.55e-04 | Train Loss: 1.1841 | Train Acc: 91.56% | Val Acc: 86.34%
Ep 303| LR: 1.52e-04 | Train Loss: 1.1830 | Train Acc: 92.71% | Val Acc: 86.89%
Ep 304| LR: 1.49e-04 | Train Loss: 1.1841 | Train Acc: 91.37% | Val Acc: 86.65%
Ep 305| LR: 1.46e-04 | Train Loss: 1.1847 | Train Acc: 91.72% | Val Acc: 86.65%
Ep 306| LR: 1.44e-04 | Train Loss: 1.2121 | Train Acc: 90.71% | Val Acc: 86.55%
Ep 307| LR: 1.41e-04 | Train Loss: 1.2356 | Train Acc: 90.28% | Val Acc: 86.75%
Ep 308| LR: 1.38e-04 | Train Loss: 1.2257 | Train Acc: 90.51% | Val Acc: 86.60%
Ep 309| LR: 1.35e-04 | Train Loss: 1.1866 | Train Acc: 91.11% | Val Acc: 86.58%
Ep 310| LR: 1.32e-04 | Train Loss: 1.1815 | Train Acc: 91.26% | Val Acc: 86.73%
Ep 311| LR: 1.29e-04 | Train Loss: 1.1494 | Train Acc: 92.39% | Val Acc: 86.72%
Ep 312| LR: 1.27e-04 | Train Loss: 1.1741 | Train Acc: 91.95% | Val Acc: 86.55%
Ep 313| LR: 1.24e-04 | Train Loss: 1.1371 | Train Acc: 92.22% | Val Acc: 86.71%
Ep 314| LR: 1.21e-04 | Train Loss: 1.1662 | Train Acc: 91.34% | Val Acc: 86.61%
Ep 315| LR: 1.18e-04 | Train Loss: 1.1913 | Train Acc: 91.40% | Val Acc: 87.00%
Ep 316| LR: 1.16e-04 | Train Loss: 1.1927 | Train Acc: 90.74% | Val Acc: 86.52%
Ep 317| LR: 1.13e-04 | Train Loss: 1.1466 | Train Acc: 92.44% | Val Acc: 86.69%
Ep 318| LR: 1.11e-04 | Train Loss: 1.1231 | Train Acc: 92.61% | Val Acc: 86.99%
Ep 319| LR: 1.08e-04 | Train Loss: 1.2053 | Train Acc: 90.26% | Val Acc: 86.97%
Ep 320| LR: 1.05e-04 | Train Loss: 1.1976 | Train Acc: 90.99% | Val Acc: 86.43%
Ep 321| LR: 1.03e-04 | Train Loss: 1.1832 | Train Acc: 90.25% | Val Acc: 86.53%
Ep 322| LR: 1.00e-04 | Train Loss: 1.2045 | Train Acc: 91.29% | Val Acc: 86.52%
Ep 323| LR: 9.79e-05 | Train Loss: 1.1635 | Train Acc: 91.73% | Val Acc: 86.81%
Ep 324| LR: 9.55e-05 | Train Loss: 1.1553 | Train Acc: 92.03% | Val Acc: 86.87%
Ep 325| LR: 9.31e-05 | Train Loss: 1.2034 | Train Acc: 91.24% | Val Acc: 86.39%
Ep 326| LR: 9.07e-05 | Train Loss: 1.1590 | Train Acc: 91.73% | Val Acc: 86.39%
Ep 327| LR: 8.83e-05 | Train Loss: 1.1273 | Train Acc: 93.33% | Val Acc: 86.72%
Ep 328| LR: 8.60e-05 | Train Loss: 1.1741 | Train Acc: 91.92% | Val Acc: 86.60%
Ep 329| LR: 8.37e-05 | Train Loss: 1.1677 | Train Acc: 92.09% | Val Acc: 86.64%
Ep 330| LR: 8.14e-05 | Train Loss: 1.1812 | Train Acc: 90.87% | Val Acc: 86.75%
Ep 331| LR: 7.92e-05 | Train Loss: 1.1960 | Train Acc: 89.91% | Val Acc: 86.48%
Ep 332| LR: 7.70e-05 | Train Loss: 1.1813 | Train Acc: 91.68% | Val Acc: 86.92%
Ep 333| LR: 7.48e-05 | Train Loss: 1.1669 | Train Acc: 91.79% | Val Acc: 86.80%
Ep 334| LR: 7.26e-05 | Train Loss: 1.1400 | Train Acc: 92.85% | Val Acc: 86.73%
Ep 335| LR: 7.05e-05 | Train Loss: 1.1468 | Train Acc: 92.10% | Val Acc: 86.59%
Ep 336| LR: 6.84e-05 | Train Loss: 1.1344 | Train Acc: 92.50% | Val Acc: 86.64%
Ep 337| LR: 6.63e-05 | Train Loss: 1.2231 | Train Acc: 90.46% | Val Acc: 86.78%
Ep 338| LR: 6.43e-05 | Train Loss: 1.1168 | Train Acc: 93.10% | Val Acc: 86.63%
Ep 339| LR: 6.22e-05 | Train Loss: 1.1786 | Train Acc: 91.38% | Val Acc: 86.61%
Ep 340| LR: 6.03e-05 | Train Loss: 1.1810 | Train Acc: 91.85% | Val Acc: 86.93%
Ep 341| LR: 5.83e-05 | Train Loss: 1.1774 | Train Acc: 91.65% | Val Acc: 86.81%
Ep 342| LR: 5.64e-05 | Train Loss: 1.2000 | Train Acc: 91.30% | Val Acc: 86.64%
Ep 343| LR: 5.45e-05 | Train Loss: 1.2068 | Train Acc: 91.29% | Val Acc: 86.72%
Ep 344| LR: 5.26e-05 | Train Loss: 1.1612 | Train Acc: 92.14% | Val Acc: 87.15%
Ep 345| LR: 5.08e-05 | Train Loss: 1.1731 | Train Acc: 92.17% | Val Acc: 86.64%
Ep 346| LR: 4.90e-05 | Train Loss: 1.1932 | Train Acc: 90.99% | Val Acc: 86.60%
Ep 347| LR: 4.72e-05 | Train Loss: 1.0896 | Train Acc: 92.94% | Val Acc: 86.70%
Ep 348| LR: 4.55e-05 | Train Loss: 1.1694 | Train Acc: 91.97% | Val Acc: 86.41%
Ep 349| LR: 4.38e-05 | Train Loss: 1.1361 | Train Acc: 92.47% | Val Acc: 87.09%
Ep 350| LR: 4.21e-05 | Train Loss: 1.1859 | Train Acc: 91.79% | Val Acc: 86.87%
Ep 351| LR: 4.05e-05 | Train Loss: 1.1445 | Train Acc: 92.07% | Val Acc: 86.69%
Ep 352| LR: 3.89e-05 | Train Loss: 1.1731 | Train Acc: 91.90% | Val Acc: 86.86%
Ep 353| LR: 3.73e-05 | Train Loss: 1.1742 | Train Acc: 91.48% | Val Acc: 86.91%
Ep 354| LR: 3.57e-05 | Train Loss: 1.1255 | Train Acc: 93.75% | Val Acc: 86.94%
Ep 355| LR: 3.42e-05 | Train Loss: 1.1513 | Train Acc: 92.65% | Val Acc: 86.83%
Ep 356| LR: 3.27e-05 | Train Loss: 1.1679 | Train Acc: 91.03% | Val Acc: 87.20%
Ep 357| LR: 3.13e-05 | Train Loss: 1.1825 | Train Acc: 91.63% | Val Acc: 86.89%
Ep 358| LR: 2.98e-05 | Train Loss: 1.2267 | Train Acc: 90.43% | Val Acc: 87.17%
Ep 359| LR: 2.84e-05 | Train Loss: 1.1833 | Train Acc: 91.76% | Val Acc: 87.13%
Ep 360| LR: 2.71e-05 | Train Loss: 1.1568 | Train Acc: 92.63% | Val Acc: 86.88%
Ep 361| LR: 2.58e-05 | Train Loss: 1.1618 | Train Acc: 92.87% | Val Acc: 87.11%
Ep 362| LR: 2.45e-05 | Train Loss: 1.1735 | Train Acc: 91.41% | Val Acc: 86.98%
Ep 363| LR: 2.32e-05 | Train Loss: 1.1859 | Train Acc: 91.24% | Val Acc: 87.11%
Ep 364| LR: 2.20e-05 | Train Loss: 1.1883 | Train Acc: 91.07% | Val Acc: 87.42%
Ep 365| LR: 2.08e-05 | Train Loss: 1.1619 | Train Acc: 91.46% | Val Acc: 86.92%
Ep 366| LR: 1.96e-05 | Train Loss: 1.1436 | Train Acc: 92.45% | Val Acc: 87.21%
Ep 367| LR: 1.85e-05 | Train Loss: 1.1354 | Train Acc: 92.66% | Val Acc: 87.00%
Ep 368| LR: 1.74e-05 | Train Loss: 1.1397 | Train Acc: 92.68% | Val Acc: 87.09%
Ep 369| LR: 1.63e-05 | Train Loss: 1.2202 | Train Acc: 91.03% | Val Acc: 87.00%
Ep 370| LR: 1.53e-05 | Train Loss: 1.1083 | Train Acc: 93.12% | Val Acc: 86.98%
Ep 371| LR: 1.43e-05 | Train Loss: 1.1903 | Train Acc: 91.86% | Val Acc: 87.04%
Ep 372| LR: 1.33e-05 | Train Loss: 1.1431 | Train Acc: 93.00% | Val Acc: 87.03%
Ep 373| LR: 1.24e-05 | Train Loss: 1.1456 | Train Acc: 92.65% | Val Acc: 86.87%
Ep 374| LR: 1.15e-05 | Train Loss: 1.1306 | Train Acc: 92.75% | Val Acc: 87.19%
Ep 375| LR: 1.06e-05 | Train Loss: 1.1660 | Train Acc: 92.57% | Val Acc: 87.23%
Ep 376| LR: 9.81e-06 | Train Loss: 1.1272 | Train Acc: 93.29% | Val Acc: 87.05%
Ep 377| LR: 9.01e-06 | Train Loss: 1.1400 | Train Acc: 93.27% | Val Acc: 87.20%
Ep 378| LR: 8.25e-06 | Train Loss: 1.1907 | Train Acc: 91.04% | Val Acc: 87.11%
Ep 379| LR: 7.52e-06 | Train Loss: 1.1106 | Train Acc: 93.29% | Val Acc: 87.05%
Ep 380| LR: 6.82e-06 | Train Loss: 1.1293 | Train Acc: 93.15% | Val Acc: 87.09%
Ep 381| LR: 6.16e-06 | Train Loss: 1.1599 | Train Acc: 91.21% | Val Acc: 87.10%
Ep 382| LR: 5.53e-06 | Train Loss: 1.1681 | Train Acc: 91.57% | Val Acc: 87.11%
Ep 383| LR: 4.93e-06 | Train Loss: 1.1300 | Train Acc: 92.72% | Val Acc: 87.09%
Ep 384| LR: 4.37e-06 | Train Loss: 1.1000 | Train Acc: 93.50% | Val Acc: 87.08%
Ep 385| LR: 3.84e-06 | Train Loss: 1.1705 | Train Acc: 92.05% | Val Acc: 87.08%
Ep 386| LR: 3.35e-06 | Train Loss: 1.2226 | Train Acc: 90.63% | Val Acc: 87.13%
Ep 387| LR: 2.88e-06 | Train Loss: 1.1422 | Train Acc: 92.99% | Val Acc: 87.31%
Ep 388| LR: 2.46e-06 | Train Loss: 1.2045 | Train Acc: 90.63% | Val Acc: 86.92%
Ep 389| LR: 2.07e-06 | Train Loss: 1.1043 | Train Acc: 93.63% | Val Acc: 87.04%
Ep 390| LR: 1.71e-06 | Train Loss: 1.1440 | Train Acc: 92.88% | Val Acc: 86.97%
Ep 391| LR: 1.38e-06 | Train Loss: 1.1676 | Train Acc: 91.87% | Val Acc: 87.09%
Ep 392| LR: 1.09e-06 | Train Loss: 1.1163 | Train Acc: 93.28% | Val Acc: 87.11%
Ep 393| LR: 8.37e-07 | Train Loss: 1.1578 | Train Acc: 92.17% | Val Acc: 87.10%
Ep 394| LR: 6.15e-07 | Train Loss: 1.1272 | Train Acc: 92.67% | Val Acc: 87.08%
Ep 395| LR: 4.27e-07 | Train Loss: 1.1611 | Train Acc: 91.55% | Val Acc: 86.97%
Ep 396| LR: 2.73e-07 | Train Loss: 1.1053 | Train Acc: 92.75% | Val Acc: 87.17%
Ep 397| LR: 1.54e-07 | Train Loss: 1.1612 | Train Acc: 91.83% | Val Acc: 87.23%
Ep 398| LR: 6.83e-08 | Train Loss: 1.1841 | Train Acc: 91.08% | Val Acc: 87.16%
Ep 399| LR: 1.71e-08 | Train Loss: 1.1915 | Train Acc: 91.90% | Val Acc: 87.09%
Ep 400| LR: 0.00e+00 | Train Loss: 1.0902 | Train Acc: 93.19% | Val Acc: 87.05%
Epoch 400 [Val] Loss: 1.1531 | Acc: 87.05%
