epoch,train_loss,val_loss,train_acc,val_acc,precision_macro,recall_macro,f1_macro,top5_acc
33,1.015020,1.324035,91.45,80.81,0.8140,0.8081,0.8052,96.92
34,1.003071,1.373483,91.90,78.86,0.8026,0.7887,0.7862,96.44
35,0.991233,1.342555,92.36,80.26,0.8076,0.8027,0.8004,96.68
36,0.977142,1.360426,92.90,79.09,0.8019,0.7910,0.7896,96.43
37,0.958478,1.339219,93.67,80.24,0.8081,0.8025,0.7989,96.53
38,0.958726,1.354298,93.54,79.16,0.8050,0.7918,0.7903,96.89
39,0.948897,1.322336,94.13,80.10,0.8076,0.8011,0.7989,97.23
40,0.941680,1.302549,94.06,81.27,0.8187,0.8128,0.8114,96.96
41,0.940156,1.341749,94.01,79.82,0.8064,0.7982,0.7956,96.57
42,0.916602,1.305774,94.95,81.42,0.8184,0.8143,0.8133,97.03
43,0.920819,1.326138,94.70,80.37,0.8105,0.8037,0.8017,96.84
44,0.916384,1.342422,95.02,80.26,0.8080,0.8027,0.7997,96.49
45,0.907366,1.310694,95.39,80.70,0.8117,0.8071,0.8058,96.81
46,0.899748,1.319423,95.65,80.70,0.8149,0.8071,0.8056,97.09
47,0.895498,1.361843,95.78,79.68,0.8096,0.7968,0.7936,96.51
48,0.896714,1.303953,95.61,81.32,0.8184,0.8133,0.8128,96.98
49,0.889711,1.351774,95.86,80.03,0.8097,0.8004,0.7983,96.50
50,0.885611,1.345794,95.97,79.57,0.8066,0.7957,0.7949,96.51
51,0.886665,1.294470,95.79,81.76,0.8191,0.8177,0.8149,96.84
52,0.878702,1.311579,96.42,81.03,0.8172,0.8103,0.8089,97.05
53,0.875841,1.306747,96.29,81.60,0.8231,0.8161,0.8152,96.61
54,0.872664,1.308503,96.49,81.85,0.8238,0.8185,0.8170,96.88
55,0.864226,1.291984,96.70,82.03,0.8241,0.8203,0.8187,96.94
56,0.861937,1.317527,96.70,81.58,0.8245,0.8159,0.8146,96.39
57,0.859079,1.314154,96.82,81.26,0.8209,0.8127,0.8113,96.66
58,0.858080,1.298482,96.70,82.03,0.8267,0.8203,0.8192,96.60
59,0.860534,1.301900,96.72,81.47,0.8170,0.8147,0.8122,96.84
60,0.848652,1.294681,97.20,81.65,0.8214,0.8166,0.8145,96.89
61,0.848694,1.288153,97.06,82.24,0.8257,0.8224,0.8206,96.67
62,0.845162,1.297034,97.31,82.08,0.8254,0.8208,0.8178,96.55
63,0.844448,1.291418,97.25,82.10,0.8246,0.8211,0.8197,96.53
64,0.841931,1.332072,97.24,80.44,0.8097,0.8045,0.8036,96.38
65,0.841808,1.317965,97.30,81.32,0.8170,0.8133,0.8107,96.39
66,0.839207,1.344996,97.55,80.61,0.8168,0.8062,0.8032,96.35
67,0.835501,1.296869,97.47,81.96,0.8239,0.8196,0.8178,96.66
68,0.832518,1.292432,97.59,82.33,0.8271,0.8234,0.8223,96.71
69,0.828033,1.325892,97.78,81.69,0.8251,0.8169,0.8162,96.27
70,0.827225,1.318420,97.70,81.76,0.8232,0.8177,0.8155,96.68
71,0.827167,1.301694,97.77,81.93,0.8247,0.8194,0.8166,96.67
72,0.830173,1.314577,97.79,82.05,0.8293,0.8207,0.8183,96.53
73,0.827959,1.297788,97.78,82.18,0.8277,0.8218,0.8199,96.68
74,0.821437,1.277095,97.97,82.63,0.8303,0.8263,0.8257,96.73
75,0.823933,1.258970,97.77,83.44,0.8380,0.8345,0.8337,96.82
76,0.819982,1.336691,97.79,81.13,0.8188,0.8114,0.8089,95.93
77,0.819866,1.275559,97.83,82.39,0.8276,0.8240,0.8223,97.00
78,0.819266,1.269513,97.89,83.21,0.8371,0.8322,0.8311,96.72
79,0.817771,1.318222,97.89,81.71,0.8242,0.8172,0.8146,96.35
80,0.815339,1.286081,98.05,82.32,0.8316,0.8233,0.8243,96.72
81,0.818950,1.301011,97.82,82.50,0.8277,0.8251,0.8231,96.60
82,0.809061,1.388585,98.02,80.13,0.8108,0.8013,0.7992,95.84
83,0.811882,1.271329,97.99,83.00,0.8347,0.8300,0.8287,96.83
84,0.818495,1.301017,97.95,82.09,0.8237,0.8210,0.8191,96.59
85,0.815078,1.270731,98.08,82.88,0.8341,0.8288,0.8270,97.01
86,0.808515,1.281324,98.16,83.25,0.8388,0.8325,0.8308,96.53
87,0.807837,1.351201,98.08,80.82,0.8173,0.8083,0.8066,96.29
88,0.809566,1.341577,98.05,82.37,0.8314,0.8237,0.8184,95.99
89,0.814129,1.300323,98.04,82.11,0.8276,0.8212,0.8199,96.34
90,0.813045,1.285537,98.13,82.57,0.8304,0.8257,0.8240,96.74
91,0.801720,1.289582,98.29,82.61,0.8325,0.8262,0.8247,96.59
92,0.804013,1.313548,98.21,81.85,0.8217,0.8185,0.8167,96.27
93,0.803532,1.309495,98.18,81.87,0.8235,0.8187,0.8172,96.46
94,0.805053,1.269318,98.09,82.80,0.8344,0.8280,0.8272,97.13
95,0.808011,1.281753,97.98,82.98,0.8321,0.8298,0.8258,96.35
96,0.797703,1.310976,98.44,81.81,0.8234,0.8181,0.8155,96.48
97,0.792141,1.284331,98.58,82.93,0.8373,0.8294,0.8295,96.45
98,0.798547,1.313326,98.46,82.16,0.8263,0.8217,0.8196,96.49
99,0.800395,1.268685,98.32,83.25,0.8370,0.8325,0.8308,96.71
100,0.804640,1.285422,98.11,82.77,0.8346,0.8277,0.8267,96.83
101,0.793218,1.293902,98.50,82.54,0.8298,0.8255,0.8242,96.60
102,0.796687,1.335539,98.42,81.78,0.8274,0.8179,0.8154,95.82
103,0.795472,1.293226,98.59,82.83,0.8357,0.8284,0.8285,96.39
104,0.788301,1.320028,98.67,82.82,0.8320,0.8282,0.8253,96.14
105,0.794334,1.286373,98.52,82.92,0.8337,0.8292,0.8260,96.67
106,0.795588,1.253260,98.55,83.26,0.8359,0.8326,0.8313,96.95
107,0.784270,1.320720,98.86,81.68,0.8233,0.8167,0.8148,96.51
108,0.786682,1.328781,98.65,82.38,0.8300,0.8238,0.8202,95.82
109,0.792645,1.289995,98.54,82.81,0.8346,0.8281,0.8268,96.32
110,0.792575,1.285413,98.57,83.22,0.8383,0.8323,0.8327,96.46
111,0.789641,1.269967,98.62,83.48,0.8362,0.8348,0.8334,96.67
112,0.785616,1.285028,98.66,83.26,0.8357,0.8326,0.8309,96.21
113,0.788356,1.286332,98.55,83.35,0.8358,0.8335,0.8313,96.62
114,0.786122,1.308665,98.61,82.46,0.8300,0.8246,0.8217,96.15
115,0.784503,1.265256,98.76,84.09,0.8466,0.8410,0.8405,96.50
116,0.784431,1.314665,98.75,82.38,0.8261,0.8239,0.8213,96.03
117,0.779283,1.265217,98.93,83.88,0.8423,0.8389,0.8373,96.68
118,0.786254,1.298565,98.74,82.98,0.8342,0.8298,0.8284,96.38
119,0.785753,1.271160,98.73,83.22,0.8350,0.8323,0.8313,96.87
120,0.783380,1.287967,98.70,82.80,0.8347,0.8280,0.8262,96.78
121,0.780984,1.266966,98.78,83.71,0.8390,0.8372,0.8348,96.82
122,0.779738,1.288991,98.78,82.96,0.8413,0.8296,0.8293,96.82
123,0.778749,1.271674,98.91,83.61,0.8397,0.8362,0.8360,96.67
124,0.777439,1.263452,98.81,83.67,0.8384,0.8368,0.8350,96.71
125,0.780568,1.268650,98.86,83.76,0.8426,0.8376,0.8369,96.53
126,0.776956,1.263216,98.95,83.87,0.8397,0.8387,0.8366,96.71
127,0.775922,1.226696,98.80,85.09,0.8537,0.8509,0.8500,96.92
128,0.784607,1.264532,98.65,83.60,0.8391,0.8361,0.8353,96.90
129,0.778319,1.266332,98.92,83.82,0.8426,0.8382,0.8373,96.66
130,0.771065,1.268104,99.15,83.75,0.8395,0.8375,0.8351,96.28
131,0.775705,1.297204,98.87,82.94,0.8341,0.8295,0.8274,96.23
132,0.774558,1.265856,99.03,84.00,0.8444,0.8401,0.8385,96.87
133,0.772477,1.284852,98.99,83.24,0.8375,0.8324,0.8309,96.38
134,0.774934,1.292458,98.95,83.16,0.8363,0.8317,0.8298,96.45
135,0.774436,1.308619,98.93,83.00,0.8338,0.8301,0.8269,96.09
136,0.776317,1.304377,98.97,82.85,0.8322,0.8285,0.8267,96.48
137,0.772540,1.264182,98.98,83.86,0.8432,0.8386,0.8378,96.65
138,0.772987,1.241042,98.88,84.76,0.8494,0.8476,0.8461,96.62
139,0.768992,1.300825,99.05,83.30,0.8341,0.8330,0.8300,96.14
140,0.773519,1.283716,98.86,83.54,0.8393,0.8355,0.8339,96.20
141,0.771542,1.272242,99.11,83.98,0.8441,0.8398,0.8391,96.56
142,0.771361,1.254782,98.88,83.93,0.8422,0.8394,0.8385,96.63
143,0.769417,1.268976,99.14,83.19,0.8360,0.8319,0.8300,96.68
144,0.768535,1.272867,99.15,83.69,0.8408,0.8369,0.8347,96.31
145,0.765222,1.272384,99.23,83.99,0.8445,0.8399,0.8390,96.67
146,0.766780,1.272739,99.15,83.71,0.8413,0.8372,0.8358,96.68
147,0.767127,1.269688,99.20,84.05,0.8424,0.8406,0.8386,96.59
148,0.768698,1.293454,99.04,83.08,0.8340,0.8308,0.8284,96.22
149,0.766782,1.296646,99.15,83.09,0.8347,0.8309,0.8299,96.40
150,0.766124,1.275413,99.19,84.13,0.8454,0.8413,0.8385,96.28
151,0.765002,1.257599,99.19,84.28,0.8457,0.8429,0.8413,96.89
152,0.763806,1.276058,99.18,83.76,0.8398,0.8376,0.8354,96.32
153,0.763290,1.262644,99.27,84.21,0.8445,0.8421,0.8402,96.17
154,0.764360,1.246403,99.11,84.39,0.8457,0.8440,0.8428,96.63
155,0.764445,1.252193,99.19,84.41,0.8478,0.8441,0.8439,96.83
156,0.761049,1.277815,99.19,83.54,0.8396,0.8355,0.8351,96.67
157,0.761585,1.290821,99.20,83.50,0.8380,0.8351,0.8347,96.40
158,0.760409,1.268309,99.23,84.05,0.8435,0.8406,0.8391,96.83
159,0.755566,1.260144,99.44,84.26,0.8490,0.8426,0.8421,96.76
160,0.758854,1.250357,99.31,84.69,0.8482,0.8469,0.8457,96.83
161,0.756217,1.247834,99.38,84.54,0.8501,0.8454,0.8441,96.95
162,0.758446,1.279060,99.34,83.65,0.8394,0.8365,0.8347,96.76
163,0.759991,1.280143,99.24,83.67,0.8417,0.8368,0.8357,96.62
164,0.759582,1.251076,99.41,84.91,0.8497,0.8491,0.8476,96.71
165,0.756860,1.242423,99.46,84.85,0.8513,0.8485,0.8477,96.82
166,0.758590,1.269678,99.31,83.67,0.8404,0.8368,0.8344,96.84
167,0.755716,1.265261,99.37,83.91,0.8434,0.8391,0.8381,96.61
168,0.757435,1.239861,99.33,84.80,0.8495,0.8480,0.8465,96.89
169,0.753914,1.263239,99.45,84.20,0.8424,0.8420,0.8389,96.70
170,0.753286,1.248824,99.48,84.75,0.8506,0.8475,0.8468,96.54
171,0.754417,1.249721,99.47,84.81,0.8521,0.8481,0.8471,97.00
172,0.753851,1.270638,99.45,83.86,0.8424,0.8386,0.8378,96.55
173,0.757005,1.265241,99.28,84.17,0.8441,0.8418,0.8398,96.88
174,0.754021,1.248211,99.45,84.75,0.8515,0.8475,0.8468,96.68
175,0.755553,1.242569,99.36,84.55,0.8475,0.8455,0.8442,96.79
176,0.753391,1.254707,99.46,84.49,0.8471,0.8450,0.8441,96.50
177,0.753433,1.279015,99.45,84.09,0.8422,0.8409,0.8389,96.54
178,0.751595,1.249004,99.45,84.63,0.8470,0.8463,0.8445,96.82
179,0.748930,1.241874,99.59,84.80,0.8498,0.8480,0.8470,96.76
180,0.750383,1.266300,99.51,84.52,0.8469,0.8452,0.8439,96.51
181,0.747927,1.259497,99.59,84.32,0.8473,0.8432,0.8427,96.48
182,0.749635,1.266456,99.53,84.59,0.8470,0.8459,0.8446,96.48
183,0.747465,1.259632,99.57,84.64,0.8486,0.8464,0.8450,96.63
184,0.751352,1.283428,99.45,83.72,0.8402,0.8372,0.8348,96.60
185,0.750372,1.281288,99.55,84.22,0.8468,0.8423,0.8410,96.59
186,0.746281,1.278007,99.67,84.38,0.8469,0.8438,0.8429,96.34
187,0.744468,1.266033,99.73,84.48,0.8468,0.8448,0.8432,96.53
188,0.748790,1.254042,99.52,84.56,0.8460,0.8457,0.8437,96.71
189,0.746320,1.267037,99.58,84.50,0.8471,0.8451,0.8427,96.57
190,0.746872,1.242861,99.55,85.19,0.8535,0.8519,0.8507,96.55
191,0.745753,1.262984,99.61,84.69,0.8484,0.8469,0.8454,96.79
192,0.745727,1.261765,99.60,84.74,0.8500,0.8474,0.8462,96.68
193,0.743967,1.298111,99.70,83.87,0.8451,0.8387,0.8376,96.01
194,0.744567,1.271068,99.64,84.32,0.8446,0.8432,0.8410,96.82
195,0.742073,1.242258,99.68,85.64,0.8586,0.8564,0.8555,96.50
196,0.746071,1.235090,99.64,85.20,0.8534,0.8520,0.8510,96.88
197,0.742200,1.247405,99.76,84.76,0.8520,0.8476,0.8460,96.81
198,0.741754,1.254564,99.76,85.05,0.8545,0.8506,0.8497,96.44
199,0.743991,1.252220,99.63,85.11,0.8541,0.8512,0.8504,96.68
200,0.743441,1.241465,99.63,84.94,0.8511,0.8494,0.8478,96.72
201,0.742180,1.231980,99.68,85.24,0.8539,0.8524,0.8514,96.73
202,0.743743,1.235115,99.68,85.20,0.8529,0.8520,0.8503,96.96
203,0.745785,1.257759,99.58,84.63,0.8504,0.8463,0.8452,96.63
204,0.743937,1.254462,99.66,84.98,0.8519,0.8499,0.8479,96.32
205,0.739770,1.238315,99.76,85.44,0.8558,0.8545,0.8529,96.76
206,0.739233,1.258973,99.78,85.15,0.8557,0.8515,0.8508,96.21
207,0.739852,1.237645,99.72,85.42,0.8568,0.8542,0.8532,96.68
208,0.739672,1.244029,99.78,85.37,0.8561,0.8537,0.8524,96.60
209,0.740469,1.224460,99.77,85.69,0.8586,0.8569,0.8557,96.99
210,0.740783,1.258426,99.73,85.11,0.8523,0.8512,0.8497,96.61
211,0.739544,1.224826,99.80,85.65,0.8578,0.8565,0.8550,96.59
212,0.738977,1.236953,99.76,85.19,0.8537,0.8519,0.8505,96.73
213,0.736612,1.238139,99.81,85.09,0.8548,0.8509,0.8503,97.06
214,0.737423,1.248487,99.80,84.97,0.8503,0.8497,0.8479,96.67
215,0.736239,1.255772,99.88,84.94,0.8521,0.8494,0.8479,96.56
216,0.735757,1.240890,99.83,85.48,0.8563,0.8548,0.8535,96.72
217,0.735339,1.266762,99.85,85.22,0.8544,0.8523,0.8494,96.26
218,0.738922,1.224859,99.80,85.84,0.8611,0.8585,0.8577,96.84
219,0.736780,1.236073,99.80,85.72,0.8587,0.8572,0.8562,96.81
220,0.737718,1.227302,99.82,85.66,0.8581,0.8566,0.8553,96.92
221,0.737371,1.232854,99.76,85.81,0.8593,0.8581,0.8566,96.60
222,0.736493,1.272397,99.80,84.72,0.8528,0.8472,0.8456,96.51
223,0.736093,1.236600,99.80,85.56,0.8576,0.8557,0.8553,96.85
224,0.733908,1.225398,99.90,85.86,0.8590,0.8586,0.8572,96.63
225,0.735387,1.252866,99.81,84.80,0.8498,0.8480,0.8471,96.87
226,0.734989,1.236333,99.86,85.59,0.8566,0.8559,0.8546,96.95
227,0.732671,1.236490,99.78,85.74,0.8594,0.8574,0.8565,96.89
228,0.734009,1.241960,99.86,85.56,0.8568,0.8557,0.8542,96.63
229,0.733145,1.233079,99.90,86.04,0.8618,0.8604,0.8596,96.66
230,0.734184,1.237638,99.85,85.77,0.8619,0.8577,0.8572,96.62
231,0.734294,1.271790,99.88,84.91,0.8515,0.8491,0.8470,96.34
232,0.734124,1.231191,99.85,85.54,0.8567,0.8554,0.8541,96.95
233,0.732845,1.256848,99.86,85.00,0.8508,0.8501,0.8483,96.70
234,0.732325,1.226115,99.90,86.25,0.8625,0.8625,0.8612,96.90
235,0.733547,1.226038,99.86,86.19,0.8620,0.8619,0.8605,96.78
236,0.733706,1.256733,99.87,85.35,0.8539,0.8535,0.8519,96.37
237,0.732585,1.253727,99.89,85.33,0.8547,0.8534,0.8519,96.40
238,0.731914,1.242565,99.91,85.58,0.8573,0.8558,0.8551,96.37
239,0.732816,1.235971,99.86,85.88,0.8595,0.8588,0.8575,96.62
240,0.732939,1.238865,99.88,85.67,0.8568,0.8568,0.8553,96.66
241,0.732228,1.227711,99.90,86.10,0.8616,0.8610,0.8594,96.61
242,0.729059,1.220496,99.92,85.94,0.8598,0.8595,0.8583,97.01
243,0.730652,1.234504,99.94,85.97,0.8612,0.8597,0.8587,96.73
244,0.731300,1.241545,99.89,85.63,0.8578,0.8563,0.8550,96.55
245,0.731878,1.231401,99.93,85.84,0.8587,0.8585,0.8569,96.54
246,0.730860,1.231676,99.94,86.04,0.8614,0.8604,0.8591,96.74
247,0.730734,1.230677,99.94,85.75,0.8582,0.8575,0.8565,96.66
248,0.730436,1.227326,99.92,86.04,0.8610,0.8604,0.8592,96.63
249,0.729898,1.237457,99.97,85.84,0.8598,0.8585,0.8572,96.49
250,0.730161,1.230695,99.95,85.95,0.8609,0.8596,0.8583,96.60
251,0.729862,1.221947,99.95,86.04,0.8608,0.8604,0.8594,96.81
252,0.729136,1.218810,99.98,86.36,0.8638,0.8636,0.8625,96.68
253,0.728840,1.220969,99.98,86.20,0.8625,0.8620,0.8610,96.66
254,0.728994,1.226686,99.97,86.22,0.8637,0.8623,0.8613,96.84
255,0.729471,1.226600,99.94,86.02,0.8610,0.8602,0.8589,96.84
256,0.729719,1.225468,99.95,86.09,0.8614,0.8609,0.8597,96.67
257,0.729820,1.230132,99.95,85.92,0.8597,0.8592,0.8579,96.71
258,0.729088,1.222583,99.98,86.34,0.8644,0.8635,0.8623,96.51
259,0.729244,1.228938,99.95,85.97,0.8608,0.8597,0.8585,96.72
260,0.729776,1.231023,99.92,85.81,0.8589,0.8581,0.8566,96.89
261,0.728932,1.221522,99.96,86.10,0.8621,0.8610,0.8602,96.96
262,0.729139,1.229745,99.96,85.84,0.8602,0.8585,0.8576,96.87
263,0.729179,1.218715,99.96,86.02,0.8608,0.8602,0.8594,96.88
264,0.728573,1.222324,99.94,86.11,0.8622,0.8611,0.8603,96.81
265,0.729285,1.216613,99.95,86.45,0.8654,0.8646,0.8635,96.84
266,0.729447,1.222876,99.97,86.16,0.8629,0.8616,0.8608,96.79
267,0.728342,1.226813,99.98,86.36,0.8649,0.8636,0.8624,96.79
268,0.728870,1.227398,99.96,85.97,0.8606,0.8597,0.8584,96.92
269,0.728053,1.226856,99.99,86.08,0.8619,0.8608,0.8597,96.71
270,0.728789,1.223205,99.98,86.20,0.8630,0.8620,0.8610,96.81
271,0.725977,1.217848,99.97,86.38,0.8651,0.8638,0.8630,96.78
272,0.728266,1.220234,99.99,86.39,0.8653,0.8639,0.8632,96.95
273,0.727607,1.215574,99.98,86.45,0.8654,0.8646,0.8637,96.93
274,0.728243,1.213734,99.96,86.44,0.8655,0.8644,0.8638,96.87
275,0.728141,1.217440,99.97,86.39,0.8647,0.8640,0.8631,96.96
276,0.727819,1.217911,99.99,86.41,0.8647,0.8641,0.8629,96.71
277,0.727891,1.218897,99.98,86.37,0.8648,0.8637,0.8629,96.77
278,0.728069,1.220056,99.98,86.36,0.8649,0.8636,0.8628,96.96
279,0.728053,1.217154,99.97,86.52,0.8667,0.8652,0.8644,96.79
280,0.727899,1.216439,99.98,86.54,0.8666,0.8654,0.8646,96.73
281,0.728645,1.216545,99.98,86.50,0.8656,0.8651,0.8640,96.88
282,0.728090,1.216728,99.97,86.49,0.8659,0.8649,0.8640,96.72
283,0.727583,1.216453,99.99,86.52,0.8658,0.8652,0.8642,96.74
284,0.727740,1.218433,99.98,86.64,0.8671,0.8664,0.8654,96.67
285,0.728098,1.218303,99.98,86.69,0.8676,0.8669,0.8660,96.72
286,0.727991,1.219738,99.98,86.48,0.8658,0.8648,0.8640,96.85
287,0.727368,1.213209,99.99,86.53,0.8659,0.8653,0.8645,96.94
288,0.727644,1.217961,99.98,86.44,0.8650,0.8644,0.8635,96.89
289,0.727781,1.216675,99.98,86.50,0.8658,0.8650,0.8642,96.90
290,0.727775,1.217396,99.97,86.54,0.8661,0.8654,0.8645,96.89
291,0.727605,1.219499,99.98,86.37,0.8642,0.8637,0.8626,96.74
292,0.727685,1.217736,99.95,86.39,0.8644,0.8640,0.8629,96.85
293,0.727127,1.217752,99.99,86.67,0.8672,0.8668,0.8658,96.84
294,0.727877,1.218433,99.95,86.54,0.8660,0.8654,0.8644,96.82
295,0.727613,1.218011,99.97,86.53,0.8656,0.8653,0.8642,96.81
296,0.727997,1.221711,99.98,86.45,0.8652,0.8646,0.8635,96.78
297,0.727403,1.217956,99.98,86.48,0.8655,0.8648,0.8638,96.81
298,0.727536,1.217280,99.98,86.59,0.8665,0.8659,0.8649,96.89
299,0.727210,1.218126,100.00,86.54,0.8663,0.8654,0.8645,96.83
300,0.727697,1.221216,99.98,86.53,0.8658,0.8653,0.8643,96.68
